
BSSID, First time seen, Last time seen, channel, Speed, Privacy, Cipher, Authentication, Power, # beacons, # IV, LAN IP, ID-length, ESSID, Key
E4:47:90:CA:D2:3D, 2019-07-08 13:25:50, 2019-07-08 13:29:31, -66,        6, 78:44:FD:DD:04:5A,EMIE-ZZWJ,360WiFi-24FB3B,Xiaomi_\xE7\xBD.,vivo X9i
52:E9:54:02:85:F6, 2019-07-08 13:26:24, 2019-07-08 13:26:24, -74,        2, (not associated) ,
00:EC:0A:80:05:1A, 2019-07-08 13:23:55, 2019-07-08 13:26:03, -72,        8, 78:44:FD:1B:0A:14,
B4:0B:44:51:48:D7, 2019-07-08 13:25:37, 2019-07-08 13:33:05, -66,       11, (not associated) ,
DC:31:D1:C5:63:DB, 2019-07-08 13:25:20, 2019-07-08 13:30:12, -72,        7, (not associated) ,
3C:A5:81:03:30:48, 2019-07-08 13:25:49, 2019-07-08 13:25:49, -72,        1, (not associated) ,My_FiWi
90:B6:86:68:1E:63, 2019-07-08 13:25:54, 2019-07-08 13:25:54, -72,        1, (not associated) ,
38:AF:29:89:80:9C, 2019-07-08 13:24:34, 2019-07-08 13:34:04, -76,      125, (not associated) ,zj
88:F7:BF:AE:3F:3F, 2019-07-08 13:25:23, 2019-07-08 13:26:24, -70,        2, 78:44:FD:1B:0D:84,
F2:64:89:E2:F4:61, 2019-07-08 13:26:09, 2019-07-08 13:26:09, -70,        1, (not associated) ,
6C:62:6D:12:9E:25, 2019-07-08 13:26:20, 2019-07-08 13:27:43, -70,        2, 80:9F:AB:0E:15:7A,
72:A9:21:1C:88:98, 2019-07-08 13:26:29, 2019-07-08 13:26:29, -70,        1, (not associated) ,
60:F8:1D:83:D9:FA, 2019-07-08 13:26:05, 2019-07-08 13:33:35, -58,       13, FC:D7:33:E7:1B:78,
D0:FF:98:23:99:A8, 2019-07-08 13:24:16, 2019-07-08 13:33:41, -58,       98, 34:96:72:26:47:BC,
30:A1:FA:76:24:53, 2019-07-08 13:23:57, 2019-07-08 13:31:36, -54,       82, 34:96:72:27:1C:9C,\xE5\xB1\xB1\xE6\xB0\xB4\xE5\xB7\xB72.4G3
DE:D1:57:7C:55:B5, 2019-07-08 13:26:23, 2019-07-08 13:26:23, -62,        1, (not associated) ,
98:6F:60:0E:E4:27, 2019-07-08 13:23:49, 2019-07-08 13:26:25, -60,       13, (not associated) ,HUAWEI-001
44:04:44:C8:3E:FB, 2019-07-08 13:26:24, 2019-07-08 13:26:24, -60,        1, 28:2C:B2:B5:48:DA,
A0:57:E3:38:70:60, 2019-07-08 13:24:18, 2019-07-08 13:32:53, -48,       28, (not associated) ,
E6:65:DE:4F:99:23, 2019-07-08 13:25:43, 2019-07-08 13:25:44, -52,       12, (not associated) ,TP-LINK_8774
D6:46:3C:DF:4A:E7, 2019-07-08 13:25:36, 2019-07-08 13:25:37, -48,        7, (not associated) ,TP-LINK_8774
46:66:FC:B3:B1:F1, 2019-07-08 13:26:32, 2019-07-08 13:26:32, -46,        1, (not associated) ,
22:C5:79:38:AD:FE, 2019-07-08 13:25:54, 2019-07-08 13:25:54, -42,        6, (not associated) ,TP-LINK_8774
56:1C:5E:CD:DF:A4, 2019-07-08 13:26:12, 2019-07-08 13:26:13, -42,       19, (not associated) ,TP-LINK_8774
A8:7D:12:2A:6E:BD, 2019-07-08 13:23:53, 2019-07-08 13:30:13, -52,       23, 28:2C:B2:B5:48:DA,
F0:C8:50:79:97:ED, 2019-07-08 13:26:11, 2019-07-08 13:30:01, -60,       48, FC:D7:33:E7:1B:78,
DA:A1:19:53:53:90, 2019-07-08 13:26:28, 2019-07-08 13:26:28, -34,        4, (not associated) ,435
54:33:CB:3E:48:70, 2019-07-08 13:24:44, 2019-07-08 13:34:03, -48,      427, FC:D7:33:E7:1B:78,
AE:CC:70:15:7E:42, 2019-07-08 13:26:24, 2019-07-08 13:26:25, -32,        7, (not associated) ,TP-LINK_8774
1C:DA:27:9C:A2:50, 2019-07-08 13:24:00, 2019-07-08 13:34:09, -20,       59, 5C:63:BF:E2:BB:FA,
10:4A:7D:A1:2A:57, 2019-07-08 13:24:08, 2019-07-08 13:34:08, -36,        8, (not associated) ,
2C:A9:F0:5C:32:79, 2019-07-08 13:25:52, 2019-07-08 13:33:56, -46,     1136, FC:D7:33:E7:1B:78,
2C:5D:34:B9:98:FF, 2019-07-08 13:26:11, 2019-07-08 13:28:28,  -1,      446, 34:96:72:26:47:BC,
4A:87:64:E7:54:E7, 2019-07-08 13:26:38, 2019-07-08 13:26:39, -44,        5, (not associated) ,
4A:C5:62:75:40:E4, 2019-07-08 13:26:43, 2019-07-08 13:26:43, -66,        1, (not associated) ,
54:B1:21:7E:11:97, 2019-07-08 13:26:57, 2019-07-08 13:27:18, -50,        3, (not associated) ,vivi
E2:E1:B9:F0:E6:66, 2019-07-08 13:27:12, 2019-07-08 13:27:12, -62,        1, (not associated) ,
E4:47:90:DD:B9:B7, 2019-07-08 13:27:13, 2019-07-08 13:27:13,  -1,        1, 34:96:72:26:47:BC,
12:E9:C7:34:BE:CE, 2019-07-08 13:27:15, 2019-07-08 13:27:15, -66,        2, (not associated) ,
1A:F6:C1:FE:49:1B, 2019-07-08 13:27:15, 2019-07-08 13:27:15, -74,        1, (not associated) ,
C8:E1:A7:0B:22:40, 2019-07-08 13:27:26, 2019-07-08 13:32:26,  -1,        4, 38:91:D5:51:8C:20,
5E:27:03:2B:AA:E6, 2019-07-08 13:27:27, 2019-07-08 13:27:27, -56,        2, (not associated) ,
9C:0C:DF:EE:51:F1, 2019-07-08 13:27:30, 2019-07-08 13:27:31, -62,       18, DC:71:37:2E:AA:07,
2C:20:0B:2D:5F:A9, 2019-07-08 13:27:45, 2019-07-08 13:28:00, -72,       36, 78:44:FD:DD:04:5A,\xE5\xB1\xB1\xE6\xB0\xB4\xE5\xB7\xB72.4G
BE:2F:C5:38:33:7C, 2019-07-08 13:27:52, 2019-07-08 13:27:52, -62,        2, (not associated) ,
DA:A1:19:DC:B2:18, 2019-07-08 13:27:54, 2019-07-08 13:27:54, -38,        6, (not associated) ,sfddwrt
94:63:72:69:09:75, 2019-07-08 13:27:56, 2019-07-08 13:33:51, -70,        5, 14:69:A2:2C:DD:69,
E2:E8:3D:BA:78:94, 2019-07-08 13:28:00, 2019-07-08 13:28:00, -62,        2, (not associated) ,
4A:87:64:EC:5C:50, 2019-07-08 13:28:12, 2019-07-08 13:28:13, -24,        4, (not associated) ,
66:3C:22:42:EF:9E, 2019-07-08 13:28:15, 2019-07-08 13:28:16, -68,        6, (not associated) ,TP-LINK_8774
DA:A1:19:67:41:E2, 2019-07-08 13:28:17, 2019-07-08 13:28:17, -72,       11, (not associated) ,SMJT,GAOKE_248e00,jinshoushao3,\xE5\xB0.\xE7\xB1\xB35,TP-LINK_6750,TPGuest_7E3C
DA:A1:19:E0:29:D1, 2019-07-08 13:28:27, 2019-07-08 13:28:27, -72,        1, (not associated) ,GAOKE_248e00
DA:A1:19:47:FA:34, 2019-07-08 13:28:29, 2019-07-08 13:28:29, -56,        1, (not associated) ,
0E:0A:8F:35:92:0C, 2019-07-08 13:28:35, 2019-07-08 13:28:35, -66,        1, (not associated) ,
EA:4E:FD:AD:8B:A9, 2019-07-08 13:28:46, 2019-07-08 13:28:46, -48,        2, (not associated) ,TP-LINK_8774
DA:A1:19:31:BA:89, 2019-07-08 13:28:49, 2019-07-08 13:28:49, -62,        2, (not associated) ,
FC:DB:B3:CC:D0:2E, 2019-07-08 13:28:55, 2019-07-08 13:31:50, -72,       11, FC:D7:33:E7:1B:78,
F4:70:AB:BC:DF:C7, 2019-07-08 13:28:55, 2019-07-08 13:28:55,  -1,        4, 34:96:72:26:47:BC,
D2:EE:C3:1B:A8:30, 2019-07-08 13:28:59, 2019-07-08 13:28:59, -66,        1, (not associated) ,
F2:D7:11:7F:B1:F5, 2019-07-08 13:29:01, 2019-07-08 13:29:01, -64,        1, (not associated) ,
34:78:D7:1F:09:A4, 2019-07-08 13:29:10, 2019-07-08 13:30:15,  -1,        2, D4:EE:07:2E:F8:AC,
02:38:B4:13:0B:45, 2019-07-08 13:29:14, 2019-07-08 13:29:14, -64,        2, (not associated) ,
4C:BB:58:76:01:F1, 2019-07-08 13:29:15, 2019-07-08 13:31:16, -46,        4, (not associated) ,
D4:50:3F:62:A6:25, 2019-07-08 13:29:18, 2019-07-08 13:29:18,  -1,        1, BC:54:FC:7F:5D:AB,
9C:E3:3F:50:72:33, 2019-07-08 13:29:22, 2019-07-08 13:29:22,  -1,        1, 40:31:3C:0D:58:C5,
2C:5D:34:BC:11:CB, 2019-07-08 13:29:25, 2019-07-08 13:29:26, -70,        2, 7C:C3:85:91:A9:20,
DA:A1:19:21:4B:D0, 2019-07-08 13:29:25, 2019-07-08 13:29:25, -12,        1, (not associated) ,
6E:8D:73:4C:8A:43, 2019-07-08 13:29:34, 2019-07-08 13:29:34, -68,        1, (not associated) ,
A8:7D:12:4B:4E:9A, 2019-07-08 13:29:45, 2019-07-08 13:29:45,  -1,        1, 40:31:3C:0D:58:C5,
8A:56:AC:B4:3F:91, 2019-07-08 13:29:49, 2019-07-08 13:29:49, -66,        2, (not associated) ,
DC:90:88:9F:4F:F0, 2019-07-08 13:29:49, 2019-07-08 13:32:16, -72,        3, DC:71:37:2E:AA:07,
48:8A:D2:B1:B2:D3, 2019-07-08 13:29:49, 2019-07-08 13:31:51, -64,        5, (not associated) ,
1C:48:CE:06:36:A9, 2019-07-08 13:30:09, 2019-07-08 13:30:09, -68,        2, (not associated) ,
DC:EF:CA:D9:1F:03, 2019-07-08 13:30:13, 2019-07-08 13:32:40, -68,        7, B8:08:D7:71:D4:A8,
DA:A1:19:C6:A2:2B, 2019-07-08 13:30:25, 2019-07-08 13:30:25, -54,        2, (not associated) ,
72:07:81:5C:E1:86, 2019-07-08 13:30:41, 2019-07-08 13:30:41, -54,        1, (not associated) ,
CA:9F:FE:72:9A:20, 2019-07-08 13:30:46, 2019-07-08 13:30:46, -34,        1, (not associated) ,
D2:FE:48:D7:CB:4E, 2019-07-08 13:30:48, 2019-07-08 13:30:48, -60,        2, (not associated) ,
A2:A8:93:C0:85:37, 2019-07-08 13:30:52, 2019-07-08 13:30:52, -54,        2, (not associated) ,
9E:B6:D0:6B:4E:03, 2019-07-08 13:31:04, 2019-07-08 13:31:04, -74,        1, (not associated) ,DIRECT-
34:C3:D2:29:62:A4, 2019-07-08 13:31:06, 2019-07-08 13:34:06, -72,        4, (not associated) ,
BA:46:02:4D:93:3A, 2019-07-08 13:31:15, 2019-07-08 13:31:15, -72,        1, (not associated) ,
0A:51:03:E3:11:EF, 2019-07-08 13:31:17, 2019-07-08 13:31:17, -60,        2, (not associated) ,
8E:D1:7A:FD:31:84, 2019-07-08 13:31:22, 2019-07-08 13:31:22, -70,        1, (not associated) ,
28:FA:A0:3D:50:B0, 2019-07-08 13:31:23, 2019-07-08 13:32:06, -70,        3, (not associated) ,
00:07:A8:BF:96:BA, 2019-07-08 13:31:28, 2019-07-08 13:31:28, -66,        1, (not associated) ,\xE9\xAD.\xE8..
A4:93:3F:07:77:2D, 2019-07-08 13:31:35, 2019-07-08 13:31:35,  -1,        1, 78:44:FD:DD:04:5A,
64:09:80:24:EF:54, 2019-07-08 13:31:37, 2019-07-08 13:33:34, -74,        4, (not associated) ,KEMP
92:E3:CE:B6:FA:FD, 2019-07-08 13:31:55, 2019-07-08 13:31:55, -56,        3, (not associated) ,
DA:47:75:5A:7C:84, 2019-07-08 13:31:55, 2019-07-08 13:31:55, -70,        1, (not associated) ,
54:C9:DF:81:7B:A0, 2019-07-08 13:32:03, 2019-07-08 13:34:08, -76,        3, (not associated) ,
C8:3A:35:C7:95:74, 2019-07-08 13:32:06, 2019-07-08 13:32:06,  -1,        2, 34:CE:00:40:20:16,
DA:A1:19:BD:E0:1F, 2019-07-08 13:32:07, 2019-07-08 13:32:07, -76,        1, (not associated) ,
A2:9C:A5:2E:F0:87, 2019-07-08 13:32:08, 2019-07-08 13:32:08, -66,        1, (not associated) ,
2E:89:BE:67:DE:17, 2019-07-08 13:32:12, 2019-07-08 13:32:12, -58,        1, (not associated) ,
DE:15:4C:29:E0:D0, 2019-07-08 13:32:12, 2019-07-08 13:32:12, -68,        1, (not associated) ,
6E:C9:27:48:D1:2A, 2019-07-08 13:32:13, 2019-07-08 13:32:13, -68,        2, (not associated) ,
2C:5D:34:2B:CF:93, 2019-07-08 13:32:17, 2019-07-08 13:32:24, -72,        4, BC:54:FC:01:75:FC,
CC:08:FB:31:6B:A5, 2019-07-08 13:32:25, 2019-07-08 13:33:07, -70,        2, 30:FC:68:C5:54:19,
DA:A1:19:AC:9B:42, 2019-07-08 13:32:44, 2019-07-08 13:32:44, -52,        2, (not associated) ,435
92:97:5E:9E:13:77, 2019-07-08 13:32:47, 2019-07-08 13:32:47, -44,        3, (not associated) ,TP-LINK_8774
8E:67:38:16:29:C5, 2019-07-08 13:32:53, 2019-07-08 13:32:53, -36,        9, (not associated) ,TP-LINK_8774
00:01:FF:D2:D6:EC, 2019-07-08 13:32:58, 2019-07-08 13:32:59, -72,        4, (not associated) ,
9E:6A:E5:AA:9E:BD, 2019-07-08 13:33:01, 2019-07-08 13:33:02, -38,       12, (not associated) ,TP-LINK_8774
5C:1D:D9:AA:EC:35, 2019-07-08 13:33:06, 2019-07-08 13:33:13, -70,        2, 78:44:FD:1B:0D:84,\xE5\xB1\xB1\xE6\xB0\xB4\xE5\xB7\xB72.4G
44:66:FC:86:B1:75, 2019-07-08 13:33:12, 2019-07-08 13:33:12, -66,        1, DC:71:37:2E:AA:07,
F6:B0:E7:1D:16:82, 2019-07-08 13:33:16, 2019-07-08 13:33:16, -56,        1, (not associated) ,
32:A1:87:BB:C4:BF, 2019-07-08 13:33:26, 2019-07-08 13:33:26, -36,        1, (not associated) ,TP-LINK_8774
16:F7:78:8B:33:05, 2019-07-08 13:33:27, 2019-07-08 13:33:27, -58,        1, (not associated) ,
36:52:AD:48:4B:AF, 2019-07-08 13:33:27, 2019-07-08 13:33:27, -64,        2, (not associated) ,
00:09:34:5D:28:8D, 2019-07-08 13:33:29, 2019-07-08 13:33:29, -56,        2, (not associated) ,
9C:A5:C0:97:BA:C8, 2019-07-08 13:33:30, 2019-07-08 13:33:30, -74,        1, (not associated) ,
02:8A:66:C6:84:E9, 2019-07-08 13:33:31, 2019-07-08 13:33:31, -68,        1, (not associated) ,
46:D1:C1:4D:FC:84, 2019-07-08 13:33:32, 2019-07-08 13:33:33, -30,       14, (not associated) ,TP-LINK_8774
A2:FC:C2:82:49:6C, 2019-07-08 13:33:39, 2019-07-08 13:33:39, -62,        1, (not associated) ,
18:01:F1:1C:0F:10, 2019-07-08 13:33:41, 2019-07-08 13:33:41, -74,        9, 9C:32:A9:71:74:21,
C6:DA:3C:B0:FB:21, 2019-07-08 13:33:41, 2019-07-08 13:33:41, -38,        5, (not associated) ,TP-LINK_8774
CC:08:FB:31:67:EA, 2019-07-08 13:33:41, 2019-07-08 13:33:41, -72,        1, 80:89:17:0F:F3:6C,
A6:60:13:09:81:97, 2019-07-08 13:33:42, 2019-07-08 13:33:42, -68,        1, (not associated) ,
14:C6:97:B1:78:37, 2019-07-08 13:33:43, 2019-07-08 13:33:43,  -1,        1, BC:54:FC:7F:5D:AB,
0A:9A:F6:88:EC:AD, 2019-07-08 13:33:48, 2019-07-08 13:33:48, -42,        2, (not associated) ,TP-LINK_8774
7A:0F:13:79:82:E5, 2019-07-08 13:33:49, 2019-07-08 13:33:49, -64,        1, (not associated) ,
DA:A1:19:0D:E6:D4, 2019-07-08 13:33:53, 2019-07-08 13:33:53, -32,        2, (not associated) ,
F6:6F:45:50:DA:7F, 2019-07-08 13:33:56, 2019-07-08 13:33:56, -36,        3, (not associated) ,TP-LINK_8774
CA:3F:B2:6D:3B:90, 2019-07-08 13:34:02, 2019-07-08 13:34:02, -58,        1, (not associated) ,
38:29:5A:ED:94:77, 2019-07-08 13:34:04, 2019-07-08 13:34:04, -74,        1, (not associated) ,
06:F3:68:F5:5D:E6, 2019-07-08 13:34:04, 2019-07-08 13:34:04, -66,        1, (not associated) ,
9C:B2:B2:C9:84:3F, 2019-07-08 13:34:08, 2019-07-08 13:34:08, -72,        2, B8:08:D7:71:D4:A8,

